226:8,3,4,2,7,7,8,6,8,8,1,5,4,3,2,5,1,2,9,2,9,2,6,8,4,2,8,7,4,2
227:6,5,5,1,9,9,5,4,4,5,9,4,5,2,9,8,8,8,2,2,2,3,7,3,1,6,4,7,7,6
228:3,9,4,8,7,3,5,2,2,8,4,8,7,8,4,7,5,9,9,6,3,3,6,5,7,1,9,7,9,8
229:9,6,6,8,5,6,1,7,7,6,4,2,4,1,3,8,4,2,1,9,4,9,8,8,7,4,7,2,6,8
230:7,6,9,6,9,2,7,5,4,1,5,8,3,2,4,2,1,8,5,3,7,9,7,8,6,6,7,6,3,2
231:1,4,5,8,7,4,8,3,1,5,3,4,8,7,4,3,4,6,9,1,6,2,6,6,7,5,5,4,8,9
232:7,9,3,2,5,7,6,4,7,2,3,6,6,8,2,3,8,8,8,5,6,7,7,5,7,6,7,4,2,8
233:7,3,3,1,8,2,2,2,1,8,8,4,7,7,5,2,2,8,2,8,1,1,7,4,5,3,2,7,9,9
234:6,7,5,5,6,4,8,6,1,2,5,7,4,4,4,1,9,7,9,6,5,2,6,7,1,8,3,6,1,7
235:3,1,3,9,8,5,7,5,1,4,5,8,4,7,8,6,5,8,7,5,3,1,6,9,2,7,2,2,2,8
236:7,4,3,4,5,1,7,4,5,5,1,7,7,1,2,2,7,6,2,8,5,3,3,8,2,6,6,2,1,1
237:5,1,4,7,6,3,1,2,7,2,1,6,9,9,6,7,3,3,2,8,6,1,2,7,5,2,4,3,8,2
238:7,5,7,7,2,5,7,4,7,6,3,6,5,8,7,7,3,4,5,8,2,5,1,8,6,7,2,7,5,8
239:2,2,6,9,7,3,8,8,7,4,5,6,5,6,7,2,8,4,7,5,4,3,8,1,6,9,2,9,2,2
240:2,4,6,6,9,7,6,3,4,2,7,2,5,9,5,8,7,3,3,6,9,7,7,8,9,4,6,1,2,6
241:3,3,1,1,9,8,3,7,4,3,4,2,2,9,3,3,3,6,6,8,3,4,4,9,2,9,7,8,4,8
242:7,7,3,7,5,2,5,2,9,8,5,9,3,2,9,3,5,5,1,9,2,4,3,7,8,1,7,9,4,9
243:2,5,1,6,1,6,8,3,9,8,1,8,5,9,7,3,2,9,6,9,8,3,9,2,8,9,1,5,5,7
244:7,6,9,6,9,2,7,5,4,1,5,8,3,2,4,2,1,8,5,3,7,9,7,8,7,6,7,6,3,4
245:9,8,6,9,3,5,4,4,7,5,6,8,6,8,1,6,7,9,8,4,1,3,2,7,8,3,2,1,4,2
246:5,6,5,7,1,3,9,3,5,5,1,8,2,3,7,6,3,2,8,4,7,4,8,4,6,1,9,2,6,1
247:9,9,7,4,3,7,2,2,7,6,1,9,4,9,8,9,1,1,6,6,6,4,9,1,3,7,6,5,8,5
248:7,9,1,6,9,3,5,5,1,8,5,5,6,5,7,4,5,9,7,2,3,3,8,8,6,3,3,3,7,9
249:2,8,2,9,1,1,5,4,7,2,2,5,4,9,3,4,7,3,9,6,8,3,7,7,7,3,7,8,5,1
250:7,3,8,3,7,8,8,4,5,6,8,9,5,6,7,7,2,7,7,4,3,1,4,5,6,6,3,2,1,3
251:5,8,8,6,5,2,5,1,5,3,8,8,9,1,2,7,9,9,7,1,5,5,2,8,8,3,1,6,8,8
252:1,3,2,9,1,7,6,6,4,3,8,7,4,6,7,7,2,9,9,4,6,7,6,8,5,4,9,5,8,1
253:7,4,2,6,6,4,4,4,5,9,8,4,1,2,7,9,2,8,5,5,6,1,9,3,9,5,7,5,3,1
254:4,9,9,8,8,3,9,2,9,6,3,9,8,2,5,2,7,4,4,1,9,3,6,4,1,8,3,7,5,6
255:1,7,7,9,3,7,1,5,4,4,3,8,6,8,9,8,8,4,4,3,9,8,1,9,3,2,1,3,1,3
256:3,4,8,3,6,6,1,9,9,9,2,4,9,6,7,2,9,1,4,1,6,4,2,6,6,5,7,1,3,9
257:8,2,7,6,1,1,1,8,2,7,4,8,2,8,5,7,3,3,3,8,1,6,3,2,7,4,5,9,1,4
258:8,2,8,1,3,9,9,9,5,3,6,9,1,2,9,6,1,8,9,5,5,2,5,9,9,5,2,7,8,5
259:6,5,8,4,9,8,5,2,3,6,4,1,2,1,4,2,3,7,9,4,4,1,3,9,7,2,1,2,4,7
260:4,7,6,5,4,3,3,6,8,2,8,9,8,9,9,1,1,8,8,6,5,3,2,5,3,6,9,9,2,7
261:2,1,7,1,2,6,7,4,2,4,1,1,7,2,9,9,8,1,2,7,8,9,4,8,1,1,7,2,9,3
262:9,5,4,5,2,6,7,5,4,1,7,9,8,9,5,2,3,7,2,8,9,6,6,4,9,5,9,6,5,7
263:7,9,4,5,1,4,7,1,5,4,2,9,5,4,6,5,7,2,1,9,3,1,9,3,8,7,1,4,6,2
264:7,3,4,9,8,5,2,3,3,8,2,4,6,9,8,1,7,5,9,5,7,8,1,6,3,7,1,5,6,7
265:6,2,8,5,5,3,6,8,7,4,1,4,4,2,3,7,3,1,9,8,1,4,7,6,4,9,9,7,1,1
266:2,8,6,1,3,8,1,4,2,1,9,9,6,8,7,5,9,2,7,1,8,3,9,6,4,3,2,4,2,5
267:9,1,6,6,8,8,1,7,6,3,8,5,9,8,7,6,2,9,4,2,9,3,3,3,8,7,5,2,6,2
268:3,8,6,5,2,7,3,3,4,8,3,7,1,9,2,5,6,8,5,7,9,8,5,4,5,9,4,7,5,8
269:5,3,4,2,5,4,3,5,7,2,1,2,9,8,7,6,6,4,8,2,8,7,8,4,6,6,3,1,6,8
270:6,3,4,3,7,2,7,3,5,7,6,2,3,9,7,4,2,2,9,6,8,8,9,4,1,1,1,4,3,7
271:7,5,4,3,4,1,1,5,5,2,2,8,5,5,5,8,2,1,6,5,7,6,6,2,2,5,4,9,8,5
272:2,5,7,6,5,2,4,7,8,9,4,6,3,6,1,2,2,1,5,9,5,3,6,2,6,5,7,2,6,2
273:2,2,6,9,7,3,2,8,7,4,5,6,5,6,7,2,8,4,7,5,4,3,8,1,6,9,2,9,2,2
274:7,6,2,7,8,3,3,5,3,9,5,1,2,9,4,9,8,5,9,2,8,3,4,4,6,1,6,1,1,5
275:2,4,9,8,5,3,7,5,1,6,4,1,4,4,8,2,2,6,1,9,3,5,5,9,9,5,1,8,6,6
276:5,5,7,9,2,2,7,4,4,3,4,8,8,5,5,5,4,8,6,7,9,5,7,5,7,7,3,3,8,8
277:4,8,2,4,6,5,4,5,3,7,7,4,2,3,9,8,6,9,4,9,6,2,8,7,1,5,6,6,4,4
278:6,1,1,5,3,5,6,4,6,9,7,3,8,5,9,2,7,3,5,6,9,4,5,1,3,3,8,6,9,6
279:2,5,6,5,4,4,8,4,1,6,9,9,6,3,9,3,2,1,6,9,7,7,6,7,3,5,7,5,1,2
280:8,6,8,8,6,8,7,4,6,8,9,6,4,6,9,1,6,8,4,9,2,9,1,4,5,5,3,6,1,4
281:7,6,5,2,8,7,8,8,9,1,8,3,5,6,2,3,3,1,9,6,1,2,2,7,2,1,6,3,2,3
282:7,3,4,9,1,7,3,6,6,5,6,9,2,1,8,8,2,2,6,1,3,5,5,2,7,1,5,7,1,2
283:6,5,5,1,9,9,5,4,4,5,9,4,5,2,9,8,8,8,2,2,2,5,7,3,1,6,4,7,7,6
284:4,6,9,1,6,6,6,7,2,7,5,9,1,5,6,2,3,5,9,3,5,8,2,8,4,6,5,7,8,3
285:4,3,7,4,3,1,8,7,8,3,7,1,3,6,8,9,5,9,9,3,9,4,3,3,3,7,1,9,3,4
286:2,5,1,6,1,6,8,3,9,8,1,8,5,9,7,3,2,9,6,9,8,3,9,2,8,9,1,5,5,6
287:7,6,6,3,9,5,3,4,8,3,8,9,5,7,1,9,8,8,7,3,8,6,9,1,4,2,8,3,2,4
288:4,3,3,8,5,4,6,9,6,1,1,5,6,2,2,5,6,1,7,3,2,4,6,5,3,7,1,8,9,2
289:1,7,9,7,4,7,1,3,2,4,6,9,2,6,9,7,8,5,5,8,8,2,4,8,3,1,2,5,4,9
290:2,2,7,3,2,9,8,5,4,4,2,6,5,9,3,4,6,6,4,7,5,6,5,7,2,4,5,3,4,9
291:3,9,9,5,2,4,1,4,6,7,1,9,2,3,1,4,8,2,4,8,4,5,8,1,8,5,4,9,7,9
292:1,5,6,6,4,1,9,7,3,5,7,3,8,2,3,6,3,2,1,8,7,1,7,6,2,9,8,7,4,9
293:5,6,5,7,1,3,9,3,5,5,1,8,2,3,7,6,3,2,8,4,2,4,8,4,6,1,9,2,6,1
294:9,6,2,9,9,3,8,6,2,6,3,9,4,9,6,1,4,5,4,8,1,8,9,1,7,3,4,9,3,7
295:1,6,9,6,3,1,9,9,5,6,8,1,4,7,4,2,5,1,2,1,9,7,9,2,6,8,3,8,1,5
296:2,9,2,1,5,9,6,8,4,7,3,9,4,8,9,5,7,6,1,8,4,1,7,9,3,5,3,9,5,1
297:9,2,8,7,4,6,8,4,7,5,1,8,1,7,8,5,5,9,5,9,8,6,1,6,1,1,8,9,5,4
298:5,4,6,6,9,7,6,3,4,2,7,2,5,9,5,8,7,3,3,6,9,7,7,8,9,4,6,1,2,8
299:3,8,2,3,4,3,3,5,4,8,6,2,4,8,8,8,7,6,6,2,2,9,1,2,5,7,9,9,9,4
300:2,8,6,2,4,5,6,7,6,5,2,3,6,5,1,2,2,7,7,5,7,5,1,2,7,1,1,7,8,1
301:7,1,2,9,3,6,6,5,4,4,9,1,5,1,8,9,2,1,6,6,3,3,1,4,5,6,7,2,5,1
302:3,9,1,9,4,2,7,7,5,1,6,9,9,7,6,5,3,9,4,6,6,7,4,4,4,3,1,6,8,8
303:6,2,1,2,6,9,1,3,1,7,5,8,4,9,7,8,1,2,1,4,9,3,9,3,3,1,9,3,1,3
304:2,5,7,6,5,2,4,7,8,9,4,6,3,6,1,2,2,1,5,9,5,3,6,2,6,5,7,2,6,6
305:5,8,9,6,5,7,8,5,7,7,1,1,7,2,4,4,9,4,4,7,4,2,1,6,7,1,8,5,2,7
306:5,6,3,5,6,3,5,6,4,2,7,2,8,2,1,6,2,5,7,8,7,6,8,8,3,6,6,3,8,2
307:7,5,3,6,4,7,4,9,9,9,2,5,3,5,6,2,5,7,9,8,8,7,6,8,6,2,6,3,8,3
308:6,4,9,2,3,9,3,9,3,4,8,1,6,7,2,8,7,7,8,1,4,2,7,8,4,2,5,2,7,2
309:6,2,3,3,9,1,1,2,3,5,6,4,7,5,3,3,6,4,8,7,7,1,6,2,4,3,1,4,2,3
310:1,7,6,9,1,7,8,7,5,3,6,3,9,6,9,2,7,6,3,9,1,7,8,5,4,5,1,2,7,8
311:7,2,8,2,8,4,6,2,4,6,5,5,8,6,8,8,5,1,6,8,8,4,8,5,4,5,4,5,8,9
312:9,9,4,9,4,9,9,8,4,6,2,9,9,5,7,6,7,3,8,2,9,9,4,8,8,4,2,8,4,1
313:7,7,5,4,2,8,5,9,9,1,6,7,8,3,4,2,1,3,4,2,8,9,8,5,4,4,9,9,8,8
314:8,5,4,8,7,8,5,3,2,1,8,6,1,6,5,9,1,4,5,4,4,3,3,7,1,8,1,7,6,9
315:2,7,1,2,4,1,5,7,5,5,6,1,6,8,6,8,9,1,6,3,3,6,2,4,6,4,6,4,7,7
316:9,6,1,9,1,9,6,3,6,9,2,9,7,2,7,3,5,1,8,1,9,1,1,9,7,2,3,3,5,7
317:6,2,3,6,1,4,9,9,2,9,1,8,6,8,3,6,1,1,2,5,5,5,5,2,4,9,5,8,4,1
318:6,8,1,3,6,4,4,4,6,8,8,8,9,5,6,4,8,6,3,3,4,2,9,7,7,1,9,6,6,4
319:8,3,9,9,2,8,1,4,3,1,7,6,3,3,3,2,9,1,2,7,9,7,6,4,4,9,5,3,7,8
320:2,5,9,6,1,9,5,4,1,6,6,5,2,2,7,9,8,2,7,5,4,7,9,5,5,6,1,1,7,2
321:8,9,1,4,7,4,5,2,9,2,6,4,4,2,5,4,1,7,5,8,6,8,3,3,6,7,1,8,6,8
322:6,2,1,2,6,9,1,3,1,7,5,8,4,9,7,8,1,2,1,4,9,3,9,3,3,1,9,3,1,3
323:6,4,5,3,9,1,5,9,4,6,6,3,7,4,7,8,7,3,9,2,6,6,2,2,5,7,1,7,8,9
324:9,6,7,9,3,7,2,9,5,7,4,9,9,5,8,9,7,1,6,8,3,4,4,7,5,9,9,3,7,3
325:3,1,7,2,4,1,2,5,6,4,7,8,2,8,4,2,9,2,1,9,6,2,5,1,8,3,2,9,1,7
326:7,4,3,4,5,1,7,4,5,5,1,7,7,1,2,2,7,6,2,8,5,3,3,8,2,6,6,1,1,1
327:6,6,7,4,7,9,5,1,3,7,9,1,4,2,4,6,8,3,3,3,9,3,3,5,1,5,1,7,9,9
328:2,3,5,7,8,7,3,4,2,6,3,7,6,1,7,5,2,9,2,7,1,9,6,8,5,1,7,6,1,5
329:7,8,3,7,9,5,5,2,4,7,6,7,4,8,7,2,1,5,2,3,8,8,8,2,8,6,2,2,6,5
330:7,7,5,4,2,8,5,9,9,1,6,7,8,3,4,2,1,3,4,2,8,9,9,5,4,4,9,9,8,8
331:5,1,4,7,6,3,1,2,7,2,1,6,9,9,6,7,3,3,2,8,6,1,2,7,5,2,4,3,1,5
332:8,5,1,7,1,2,4,8,7,1,7,8,1,2,8,7,3,5,2,5,9,3,2,9,5,8,2,3,3,4
333:1,7,6,9,1,7,8,7,5,3,6,3,9,6,9,2,7,6,3,9,1,7,8,5,4,2,1,2,7,9
334:8,7,3,1,9,4,9,2,6,4,3,9,3,4,5,6,4,2,9,9,4,7,2,9,7,1,2,4,9,5
335:3,4,7,2,9,6,4,4,7,1,3,2,7,7,6,5,8,2,5,5,2,2,5,3,4,6,6,1,1,4
336:9,6,6,8,5,6,1,7,7,6,4,2,4,1,3,8,4,2,1,9,4,9,8,8,7,4,7,2,6,8
337:8,6,2,9,7,6,5,7,9,2,4,7,9,8,1,7,4,7,5,8,9,3,7,5,5,4,3,5,9,6
338:4,4,7,6,9,7,6,8,2,4,1,2,3,4,4,7,4,4,7,5,9,9,1,5,2,6,3,5,7,4
339:6,2,1,5,5,7,5,3,4,1,5,4,8,2,4,8,7,1,9,5,6,6,6,3,1,7,8,8,2,9
340:2,2,4,7,9,7,4,9,5,5,6,1,7,6,4,6,6,8,4,1,9,2,6,9,1,6,5,7,2,5
341:9,7,6,5,5,4,8,2,3,9,6,1,2,5,6,9,8,8,9,3,8,8,3,9,7,4,9,7,2,1
342:8,9,7,9,8,6,1,5,9,1,2,2,7,2,6,7,4,2,6,8,8,6,7,3,8,7,7,6,8,1
343:8,9,7,7,5,9,9,7,5,6,3,8,7,5,4,5,4,1,2,2,6,9,4,9,9,5,6,4,4,8
344:9,2,7,1,6,7,6,8,9,5,7,7,6,5,8,5,6,3,2,8,8,7,6,1,8,4,4,5,7,8
345:4,5,4,5,7,2,9,8,9,6,2,3,8,8,3,9,8,3,5,6,1,8,4,3,6,4,5,5,5,4
346:3,3,2,6,4,8,4,1,3,1,3,9,4,2,2,3,1,5,3,4,8,5,4,4,9,1,2,9,1,9
347:4,1,9,1,7,3,7,6,7,1,3,4,9,1,1,5,3,5,6,8,6,9,3,2,6,7,4,7,9,2
348:4,6,7,4,6,2,2,3,8,5,2,5,1,6,6,9,4,4,2,7,9,1,5,1,4,8,2,2,7,1
349:2,4,6,6,3,8,4,5,5,8,7,6,9,5,5,4,7,7,2,7,1,7,6,2,8,8,3,2,5,4
350:3,8,6,5,2,7,3,3,4,8,3,7,1,9,2,5,6,8,3,7,9,8,5,4,5,9,4,7,5,8
351:7,6,5,8,8,2,8,8,3,1,9,4,5,9,1,6,8,8,8,2,6,4,3,9,2,4,1,5,3,1
352:1,3,8,3,7,2,5,5,3,1,1,8,3,4,2,4,2,1,2,1,7,7,6,4,9,2,1,1,3,7
353:1,7,9,7,4,7,1,3,2,4,6,9,2,6,9,7,8,1,5,8,8,2,4,8,3,1,2,5,4,9
354:3,7,2,5,7,3,6,9,4,2,4,1,9,1,3,5,8,1,1,3,2,5,7,6,5,8,8,1,7,7
355:7,8,7,8,4,1,6,9,4,9,8,6,3,9,3,8,6,3,2,6,4,5,9,9,4,6,9,3,1,7
356:9,1,3,2,3,6,9,6,4,6,3,8,7,5,2,6,9,3,8,6,5,9,9,7,6,9,4,8,1,1
357:2,6,3,7,3,5,2,6,8,3,3,7,8,3,1,6,9,2,1,1,1,8,7,4,4,6,9,2,4,9
358:9,6,7,9,3,7,2,9,5,7,4,9,9,5,8,9,7,1,6,8,3,4,4,7,3,9,9,3,7,3
359:1,7,8,5,2,4,3,2,8,1,1,4,3,3,1,9,7,9,6,2,5,6,9,5,2,9,7,2,3,1
360:1,1,5,8,6,9,3,8,9,4,4,4,9,9,3,3,1,4,4,3,7,8,6,1,2,9,4,6,1,8
361:1,5,6,6,4,1,9,7,3,5,7,3,8,5,3,6,3,2,1,8,7,1,7,6,2,9,8,7,4,9
362:9,9,3,7,2,9,1,6,6,4,1,8,8,2,8,6,6,7,6,9,6,8,1,2,7,7,5,4,5,8
363:4,4,8,1,8,7,6,9,5,6,8,8,9,1,2,6,9,5,5,5,4,5,7,4,2,8,7,3,3,6
364:7,7,1,9,7,7,2,3,2,6,3,7,4,7,5,2,3,3,8,7,3,7,3,4,9,4,7,6,8,4
365:4,6,7,4,6,2,2,3,8,5,2,5,1,6,6,9,4,4,2,7,9,1,5,1,4,8,2,2,7,2
366:2,1,9,6,8,1,4,4,7,9,3,8,3,2,8,7,3,3,5,7,7,3,8,4,1,6,7,4,1,9
367:3,3,1,5,7,9,8,4,6,1,2,4,4,2,9,5,2,4,8,8,8,9,2,7,6,1,4,2,8,7
368:7,8,3,8,8,9,8,8,7,6,8,6,8,7,6,4,8,6,6,9,7,8,6,6,7,3,4,8,4,8
369:4,3,4,1,6,3,1,6,1,3,7,2,5,9,9,4,4,5,5,4,9,5,9,3,2,9,4,1,8,2
370:4,7,2,4,3,5,7,1,7,5,6,7,6,5,1,9,4,1,2,4,7,8,1,7,8,9,8,2,2,2
371:4,1,4,7,3,1,9,3,5,2,9,2,1,7,3,9,1,2,6,4,2,6,9,2,3,9,8,9,1,6
372:4,7,2,4,5,5,7,1,7,5,6,7,6,5,1,9,4,1,2,4,7,8,1,7,8,9,8,2,2,9
373:4,1,9,1,7,3,7,6,7,1,3,4,9,1,1,5,3,5,6,8,6,9,3,1,6,7,4,7,9,2
374:7,5,3,6,4,7,4,9,9,9,2,5,3,5,6,2,5,7,9,8,8,7,6,8,6,2,6,3,8,7
375:8,5,4,2,5,8,2,6,9,3,1,5,3,5,1,9,3,1,7,6,1,1,7,9,3,4,5,2,6,4
376:8,8,2,3,1,7,6,9,1,3,8,5,7,7,5,7,7,4,2,5,6,1,7,4,2,8,7,6,9,5
377:7,7,1,9,7,7,2,3,2,6,3,7,4,7,5,2,3,3,8,7,3,7,3,4,9,4,1,6,8,6
378:2,7,3,6,1,6,7,9,7,6,1,1,6,4,7,2,9,7,5,8,9,1,7,5,9,3,7,7,6,1
379:8,4,5,6,4,4,8,6,8,9,1,3,2,9,8,1,1,2,6,6,9,8,7,3,5,9,8,5,8,8
380:7,7,9,1,3,7,3,1,9,3,7,6,6,3,7,5,1,3,8,2,6,9,8,5,8,1,5,3,7,1
381:4,4,3,1,1,7,9,7,8,9,4,1,8,7,4,9,4,8,8,2,4,6,3,2,7,8,9,7,4,4
382:4,6,3,1,1,2,7,2,1,9,8,4,8,2,4,6,6,6,6,1,6,2,2,5,3,4,1,3,2,4
383:3,1,1,6,8,2,1,5,2,4,1,2,2,7,6,2,7,3,2,7,2,8,9,1,2,3,4,9,1,9
384:4,3,3,1,7,5,3,8,6,1,7,7,1,7,2,8,8,6,5,3,4,1,7,6,6,8,5,2,6,7
385:4,8,3,7,4,6,2,7,8,2,9,1,2,7,9,6,1,9,3,9,7,8,1,5,5,3,8,8,4,3
386:8,4,5,6,4,4,8,6,8,9,1,3,2,9,8,1,1,2,6,6,9,8,7,3,5,9,8,5,8,1
387:6,6,4,6,6,8,9,9,2,8,4,6,1,1,8,9,8,9,8,6,8,3,1,6,9,1,5,5,6,5
388:7,1,2,8,1,4,2,2,8,2,5,4,2,6,5,3,3,7,8,4,8,2,4,7,4,7,7,2,6,7
389:4,2,8,9,9,2,7,3,2,4,8,8,8,3,8,1,4,4,4,9,4,4,5,1,5,8,1,6,4,7
390:7,3,7,3,7,8,8,4,5,6,8,9,5,6,7,7,2,7,7,4,3,1,4,5,6,6,3,2,1,1
391:8,4,5,6,4,4,8,6,8,9,1,3,2,9,8,1,1,2,6,6,9,8,7,3,5,9,8,5,3,8
392:6,4,5,3,9,1,5,9,4,6,6,3,7,4,7,8,7,3,9,2,6,6,2,2,4,7,1,7,8,9
393:6,5,5,1,9,9,5,4,4,5,9,4,5,2,9,8,8,8,2,2,2,5,7,3,1,6,4,7,7,5
394:8,1,2,7,5,2,2,5,3,3,6,9,2,3,9,2,4,3,4,3,3,2,1,7,2,1,2,5,8,5
395:7,3,8,3,7,8,8,4,5,6,8,9,5,6,7,7,2,7,7,4,3,1,4,5,6,6,3,2,1,1
396:3,1,7,2,4,1,2,5,6,4,7,8,2,8,4,2,9,2,1,9,6,2,5,1,8,3,2,9,1,4
397:2,1,6,8,7,3,6,9,9,1,5,6,3,8,8,8,7,3,2,4,8,5,9,2,1,1,4,8,9,1
398:1,8,9,1,3,4,3,8,3,5,8,7,7,8,3,3,1,6,4,4,6,5,4,4,6,4,7,5,1,5
399:7,2,5,6,8,8,2,6,6,6,1,7,3,8,7,5,9,9,1,6,5,5,3,6,1,7,9,2,9,2
400:2,5,7,6,5,2,4,7,8,9,4,6,3,6,1,2,2,1,5,9,5,3,6,2,8,5,7,2,6,6
401:4,3,3,8,5,4,8,9,6,1,1,5,6,2,2,5,6,1,7,3,2,4,6,5,3,7,1,8,9,2
402:6,4,8,9,8,9,4,8,7,4,6,2,5,6,6,3,5,4,7,6,7,5,1,6,4,7,7,8,7,9
403:1,1,5,8,6,9,3,8,9,4,4,4,9,9,3,3,1,4,4,3,7,8,6,1,2,9,4,6,1,8
404:8,7,7,1,8,2,6,6,2,9,7,7,4,4,7,7,9,8,8,2,1,7,2,1,6,6,7,3,4,8
405:2,4,1,5,6,7,7,3,3,5,6,9,2,2,2,6,6,8,7,7,5,9,2,1,1,6,4,9,6,8
406:6,2,8,5,5,3,6,8,7,4,1,4,4,2,3,7,3,1,9,8,1,4,7,6,4,9,9,7,5,2
407:9,8,6,9,3,5,4,4,7,5,6,8,6,8,1,6,7,7,8,4,1,3,2,7,8,3,2,1,4,8
408:8,8,7,7,2,1,2,3,3,4,1,2,3,6,8,8,1,4,4,8,8,7,6,9,4,4,7,2,9,9
409:7,2,2,5,5,1,1,4,2,5,2,9,4,9,7,3,4,9,3,7,9,6,3,6,3,7,9,4,5,2
410:9,2,7,1,6,7,6,8,9,5,7,7,6,5,8,5,6,3,2,8,8,7,6,1,8,4,4,5,7,2
411:3,7,2,5,7,3,6,9,4,2,4,1,9,1,3,5,8,1,1,3,2,5,7,6,5,8,4,1,7,7
412:8,8,8,5,7,2,5,6,5,3,5,1,5,7,8,6,2,8,4,8,6,9,2,8,8,4,3,3,6,3
413:2,1,4,1,9,6,4,9,5,8,8,2,9,2,3,1,1,1,9,5,7,3,7,2,9,3,9,8,4,2
414:6,7,2,3,1,4,5,1,6,5,7,9,2,9,6,7,6,9,6,8,1,1,4,6,8,1,7,3,9,2
415:6,8,7,4,3,9,1,1,1,5,6,4,6,4,5,9,3,8,7,1,5,4,5,5,6,1,3,2,8,1
416:8,9,2,9,4,7,8,6,4,3,8,6,4,9,7,6,4,2,2,9,2,9,9,5,4,1,3,2,7,6
417:7,2,8,8,6,7,6,3,7,1,1,5,1,1,5,4,9,7,3,6,3,2,3,5,8,7,2,2,3,8
418:4,3,3,8,5,4,6,9,6,1,1,5,6,2,2,5,6,1,7,3,2,4,6,5,3,7,1,8,9,5
419:1,3,5,7,8,6,2,5,6,4,8,2,9,6,8,5,6,8,8,1,6,4,5,7,1,5,9,5,9,8
420:6,4,8,9,8,9,4,8,7,4,6,2,5,6,6,3,5,4,7,6,7,5,1,6,4,7,7,8,9,8
421:8,2,1,5,4,1,4,2,8,8,3,5,8,8,7,7,7,1,5,2,2,6,5,6,3,1,4,7,3,3
422:7,7,1,9,7,7,2,3,2,6,3,7,4,7,5,2,3,3,8,7,3,7,3,4,9,4,1,6,8,4
423:6,2,3,3,9,1,1,2,3,5,6,4,7,5,3,3,6,4,8,7,7,1,6,2,4,3,1,4,2,2
424:6,1,3,1,9,8,1,9,3,8,3,2,9,3,3,2,5,3,4,2,2,2,6,8,7,3,7,1,7,1
425:7,4,3,4,5,1,7,4,5,5,1,7,7,1,2,2,7,6,2,8,5,3,3,8,2,6,6,1,1,6
426:8,7,3,1,9,4,9,2,6,4,3,9,3,4,5,6,4,2,9,9,4,7,2,9,7,1,2,4,9,9
427:6,2,1,2,6,9,1,3,1,7,5,8,4,9,7,8,6,2,1,4,9,3,9,3,3,1,9,3,1,3
428:2,2,6,6,8,2,1,1,2,6,2,7,2,6,2,7,7,1,8,2,3,2,8,6,2,1,4,3,3,1
429:8,6,8,8,6,8,7,4,6,8,9,6,4,6,9,1,6,8,4,9,2,9,1,4,5,5,3,6,1,3
430:2,6,8,1,1,5,3,8,5,2,3,9,6,6,7,1,5,5,3,7,4,2,2,8,7,7,3,6,8,7
431:1,8,9,1,3,4,3,8,3,5,8,7,7,8,3,3,1,6,4,4,6,5,4,4,6,4,7,5,1,8
432:8,9,1,4,7,4,5,2,9,2,6,4,4,2,5,4,1,7,5,8,6,8,3,3,6,7,1,8,6,1
433:6,7,5,5,6,4,8,6,1,2,5,7,4,4,4,1,9,7,9,6,5,2,6,7,8,8,3,6,1,7
434:7,6,5,2,8,7,8,8,9,1,8,3,5,6,5,3,3,1,9,6,1,2,2,7,2,1,6,3,2,3
435:4,7,2,4,5,5,7,1,7,5,6,7,6,5,1,9,4,1,2,4,7,8,1,7,8,9,8,2,2,2
436:2,7,3,1,9,2,9,5,9,7,1,7,1,4,9,8,4,9,5,7,9,7,9,8,9,5,3,5,5,8
437:1,9,2,7,7,4,1,1,9,3,3,6,5,7,8,4,6,3,7,4,7,9,7,3,2,8,6,2,7,2
438:7,4,2,6,6,4,4,4,5,9,8,4,1,2,7,9,2,8,5,5,6,1,9,3,9,9,7,5,3,1
439:9,5,4,3,4,1,1,5,5,2,2,8,5,5,5,8,2,1,6,5,7,6,6,2,2,5,4,9,8,5
440:4,4,3,1,1,7,9,7,8,9,4,1,8,7,4,9,4,8,8,2,4,6,3,2,7,8,9,7,4,6
441:9,6,9,1,7,5,1,8,6,8,5,8,9,3,1,6,9,8,6,1,6,6,3,4,4,8,3,3,1,2
442:7,7,2,4,9,9,8,9,7,2,9,8,1,3,7,5,7,3,6,1,5,5,7,2,7,7,3,9,5,9
443:7,8,3,8,8,9,8,9,7,6,8,6,8,7,6,4,8,6,6,9,7,8,6,6,7,3,4,8,4,4
444:7,3,3,1,8,2,2,2,1,8,8,4,7,7,5,2,2,8,2,8,1,1,7,4,5,3,2,7,9,5
445:3,8,6,3,3,8,1,8,6,4,1,2,3,8,2,4,6,4,5,2,8,1,6,8,5,5,8,8,1,7
446:3,1,7,2,5,9,5,4,8,7,7,7,2,9,7,1,9,1,7,9,5,2,5,3,3,3,9,8,3,3
447:2,8,3,3,5,5,5,3,9,4,2,1,8,9,4,6,6,4,5,8,7,9,5,2,1,7,4,3,1,3
448:1,5,6,5,5,3,7,1,6,4,4,9,1,5,9,3,1,6,8,5,3,3,1,6,3,9,1,2,3,7
449:7,4,2,6,6,4,4,4,5,9,8,4,1,2,7,9,2,8,5,5,6,1,9,3,9,5,7,5,3,3
450:9,5,7,4,2,7,4,7,7,5,2,1,3,3,1,6,9,4,3,1,1,7,7,8,8,8,7,5,6,6
